ID,Site ,Gear,Season,Date ,Year,rep,Species,T. Length ,Weight,S. Length (cm),Stomach,Comments
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,4
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,5
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,6
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,7
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,8
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,9
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,10
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,11
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,12
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,13
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,14
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,15
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,16
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,17
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,18
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,19
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,20
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,21
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,22
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,23
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,24
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,25
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,26
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,27
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,28
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,29
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,30
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,31
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,32
,Crab Hole,Net,Late Summer,8/24/2009,2009,2,Threadfin herring,,80.9,,,33
,Ocracoke,Net,Late Summer,8/27/2009,2009,2,Speckled trout,320,500,38,N,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,Middle Bay,Net,Fall,10/5/2009,2009,2,Silver Perch,,73.4,,,
,South River,Net,Fall,10/9/2009,2009,1,Bluefish,460,1099,,N,
,South River,Net,Fall,10/9/2009,2009,1,Bluefish,440,848,,N,
,South River,Net,Fall,10/9/2009,2009,1,Southern flounder,455,1168,,N,
,South River,Net,Fall,10/9/2009,2009,1,Pinfish,165,67.5,,N,
,South River,Net,Fall,10/9/2009,2009,2,Bluefish,434,831,,N,
,South River,Net,Fall,10/9/2009,2009,2,Bluefish,350,443,,N,
,South River,Net,Fall,10/9/2009,2009,2,Bluefish,430,824,,N,
,South River,Net,Fall,10/9/2009,2009,2,Sheepshead,330,655.5,,N,
,South River,Net,Fall,10/9/2009,2009,3,Bluefish,430,816.5,,N,
,South River,Net,Fall,10/9/2009,2009,3,Bluefish,445,939,,N,
,South River,Net,Fall,10/9/2009,2009,3,Pinfish,165,73,,N,
,West Bluff,Net,Fall,10/20/2009,2009,1,Tautog,365,1000,,N,
,West Bluff,Net,Fall,10/20/2009,2009,2,Spot,246,200,,N,
,Ocracoke,Net,Fall,10/21/2009,2009,1,Pinfish,150,53,,N,
,Ocracoke,Net,Fall,10/21/2009,2009,1,Pinfish,156,46,,N,
,Ocracoke,Net,Fall,10/21/2009,2009,2,Southern flounder,324,446,,N,
,Ocracoke,Net,Fall,10/21/2009,2009,3,Southern flounder,233,113,,N,
,Crab Hole,Net,Winter,3/8/2010,2010,3,,,,,,
,South River,Net,Winter,2/22/2010,2010,1,Spot,94,9.5,,N,
,South River,Net,Winter,2/22/2010,2010,2,,,,,,
,South River,Net,Winter,2/22/2010,2010,3,,,,,,
,Middle Bay,Net,Winter,2/23/2010,2010,3,,,,,,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Hickory shad,376,527.8,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Hickory shad,382,523.4,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Threadfin herring,87,5.9,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Threadfin herring,82,5.7,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Threadfin herring,96,7,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,1,Threadfin herring,97,6.9,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,2,Spot,187,58.4,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,2,Hickory shad,365,409.5,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,2,Blueback Herring,244,122.6,,N,
,Middle Bay,Net,Winter,2/23/2010,2010,2,Hickory shad,375,527.7,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,192,61.5,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,173,51.5,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,181,63.7,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,174,56.1,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,182,61.3,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,219,107.8,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,173,51.3,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,81,5.7,,N,
,West Bluff,Net,Winter,2/24/2010,2010,3,Atlantic Menhaden,95,7.1,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Hickory shad,359,411.4,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,178,46.6,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,123,16.7,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,127,19.8,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,93,7.7,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,92,7.4,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,86,6,,N,
,West Bluff,Net,Winter,2/24/2010,2010,2,Atlantic Menhaden,84,5.5,,N,
,West Bluff,Net,Winter,2/24/2010,2010,1,Atlantic Menhaden,182,56.6,,N,
,West Bluff,Net,Winter,2/24/2010,2010,1,Atlantic Menhaden,158,40,,N,
,West Bluff,Net,Winter,2/24/2010,2010,1,Atlantic Menhaden,112,9.3,,N,
,West Bay,Net,Winter,3/2/2010,2010,1,,,,,,
,West Bay,Net,Winter,3/2/2010,2010,2,,,,,,
,West Bay,Net,Winter,3/2/2010,2010,3,,,,,,
,Ocracoke,Net,Winter,3/20/2010,2010,1,,,,,,
,Ocracoke,Net,Winter,3/20/2010,2010,2,,,,,,
,Ocracoke,Net,Winter,3/20/2010,2010,3,Atlantic Menhaden,175,46.4,,,
,Ocracoke,Net,Winter,3/20/2010,2010,3,Blue_crab,165,,,,
1500,South River,Net,Early summer,6/2/2010,2010,3,Spadefish,175,198.6,,Y,
1501,South River,Net,Early summer,6/2/2010,2010,3,Croaker,215,97.7,,Y,
1502,South River,Net,Early summer,6/2/2010,2010,3,Spanish mackeral,365,241.2,,Y,
1503,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,285,218.2,,Y,
1504,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,250,149.6,,Y,
1505,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,270,165.5,,Y,
1506,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,235,120.3,,Y,
1507,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,240,125.5,,Y,
1508,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,240,25.8,,Y,
1509,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,305,253.2,,Y,
1510,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,240,124.5,,Y,
1511,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,265,159,,N,
1512,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,208,71.8,,N,
1513,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,88.4,,N,
1514,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,235,132.1,,N,
1515,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,93.4,,N,
1516,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,205,64.6,,N,
1517,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,73.8,,N,
1518,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,205,72.8,,N,
1519,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,81.8,,N,
1520,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,69,,N,
1521,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,91.1,,N,
1522,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,78.2,,N,
1523,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,94.2,,N,
1524,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,205,,,N,No head
1525,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,230,110.1,,N,
1526,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,89,,N,
1527,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,220,96.5,,N,
1528,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,83.1,,N,
1529,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,88.9,,N,
1530,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,225,99.7,,N,
1531,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,68.6,,N,
1532,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,220,94,,N,
1533,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,69.9,,N,
1534,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,205,80,,N,
1535,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,95.9,,N,
1536,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,71.5,,N,
1537,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,195,68.2,,N,
1538,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,90.9,,N,
1539,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,200,74.9,,N,
1540,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,85.2,,N,
1541,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,175,48.8,,N,
1542,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,195,62.8,,N,
1543,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,215,6.1,,N,
1545,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,210,85,,N,
1546,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,220,,,N,No face
1547,South River,Net,Early summer,6/2/2010,2010,3,Threadfin herring,195,77.2,,N,
1548,South River,Net,Early summer,6/2/2010,2010,3,Croaker,100,84,,N,
1549,South River,Net,Early summer,6/2/2010,2010,3,Croaker,220,121.1,,N,
1550,South River,Net,Early summer,6/2/2010,2010,3,Bluefish,240,125,,Y,
1551,South River,Net,Early summer,6/2/2010,2010,3,Kingfish,240,152.3,,Y,
1552,South River,Net,Early summer,6/2/2010,2010,1,Croaker,235,153.8,,Y,
1553,South River,Net,Early summer,6/2/2010,2010,1,Bluefish,225,114,,Y,
1554,South River,Net,Early summer,6/2/2010,2010,1,Bluefish,230,115,,Y,
1555,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,200,74.2,,N,
1556,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,205,80.8,,N,
1557,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,215,90.3,,N,
1558,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,210,92.8,,N,
1559,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,220,79.9,,N,
1560,South River,Net,Early summer,6/2/2010,2010,1,Threadfin herring,215,97,,N,
1565,South River,Net,Early summer,6/2/2010,2010,2,Spanish mackeral,395,337,,N,
1566,South River,Net,Early summer,6/2/2010,2010,2,Croaker,210,103.5,,Y,
1567,South River,Net,Early summer,6/2/2010,2010,2,Croaker,225,123.8,,Y,
1568,South River,Net,Early summer,6/2/2010,2010,2,Croaker,215,107.6,,Y,
1569,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,265,160.3,,Y,
1570,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,255,141.8,,Y,
1571,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,250,139,,Y,
1572,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,235,114.1,,Y,
1573,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,245,134.1,,Y,
1574,South River,Net,Early summer,6/2/2010,2010,2,Bluefish,230,120,,Y,
,South River,Net,Early summer,6/2/2010,2010,2,Threadfin herring,215,89.5,,N,
,South River,Net,Early summer,6/2/2010,2010,2,Threadfin herring,185,59.1,,N,
,South River,Net,Early summer,6/2/2010,2010,2,Threadfin herring,205,77,,N,
,South River,Net,Early summer,6/2/2010,2010,2,Threadfin herring,215,94.5,,N,
1575,Ocracoke,Net,Early summer,6/8/2010,2010,1,Croaker,210,103.1,,Y,
1576,Ocracoke,Net,Early summer,6/8/2010,2010,1,Croaker,233,121.8,,Y,
1577,Ocracoke,Net,Early summer,6/8/2010,2010,1,Croaker,226,125.7,,Y,
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Threadfin herring,189,120.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Threadfin herring,153,54.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Threadfin herring,150,,,N,no face
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Threadfin herring,142,,,N,no back
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Threadfin herring,155,,,N,half eaten
1578,Ocracoke,Net,Early summer,6/8/2010,2010,1,Bluefish,216,142.8,,Y,
1579,Ocracoke,Net,Early summer,6/8/2010,2010,1,Spadefish,168,187.6,,Y,
1580,Ocracoke,Net,Early summer,6/8/2010,2010,1,Silver Perch,185,70.2,,Y,
1581,Ocracoke,Net,Early summer,6/8/2010,2010,1,Croaker,320,358.4,,Y,
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Atlantic Menhaden,78,7,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,1,Spot,83,6.9,,N,
1582,Ocracoke,Net,Early summer,6/8/2010,2010,1,Bonnethead,980,4089.6,,Y,
1583,Ocracoke,Net,Early summer,6/8/2010,2010,2,Croaker,216,116.8,,Y,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,162,62.5,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,163,66.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,171,70.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,166,72.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,161,69.8,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,172,74.5,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,82,91.4,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,158,61.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,142,46.7,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,159,67.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,162,60.4,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,2,Threadfin herring,161,67.7,,N,
1586,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,186,167.3,,Y,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,170,74.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,163,63.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,170,69.7,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,159,62.8,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,156,64.6,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,168,70.4,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,153,54,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,162,68.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,157,56.6,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,187,95.8,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,164,71.5,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,166,66.4,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,172,85.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,177,82.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,173,74.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,159,58.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,151,57.7,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,154,64.2,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,163,73.4,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,169,70.1,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,166,65.9,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,164,68.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,172,76.3,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,harvestfish,156,59.8,,N,
1587,Ocracoke,Net,Early summer,6/8/2010,2010,3,Croaker,281,89.1,,Y,
1588,Ocracoke,Net,Early summer,6/8/2010,2010,3,Croaker,282,263.6,,Y,
1589,Ocracoke,Net,Early summer,6/8/2010,2010,3,Croaker,294,290.3,,Y,
1590,Ocracoke,Net,Early summer,6/8/2010,2010,3,Bluefish,232,175.1,,Y,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,Spadefish,117,62.6,,N,
,Ocracoke,Net,Early summer,6/8/2010,2010,3,Spadefish,149,178.3,,N,Preggy
,Middle Bay,Net,Early summer,6/4/2010,2010,3,Threadfin herring,215,87.7,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,3,Threadfin herring,198,68.4,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,3,Threadfin herring,205,67.8,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,507,73,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,213,85.8,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,205,75.4,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,205,80.6,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,196,64.9,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,203,74,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,201,68.8,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,202,69.6,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Threadfin herring,197,73.5,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Croaker,223,128.1,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Croaker,219,128.8,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Croaker,210,119.9,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Silver Perch,184,79.7,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,2,Pinfish,172,62.7,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Blue_crab,147,209.7,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Blue_crab,97,61.8,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Atlantic Menhaden,202,91,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Atlantic Menhaden,190,67.6,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Atlantic Menhaden,193,79.9,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Threadfin herring,212,86.7,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Threadfin herring,211,83,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Threadfin herring,206,73,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Pinfish,153,47.3,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Bluefish,274,187.5,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Bluefish,258,159.2,,N,
,Middle Bay,Net,Early summer,6/4/2010,2010,1,Southern flounder,380,550,,,
1591,West Bluff,Net,Early summer,6/11/2010,2010,2,Sheepshead,495,2873.2,,Y,
1592,West Bluff,Net,Early summer,6/11/2010,2010,2,Black drum,510,2129.2,,Y,
1593,West Bluff,Net,Early summer,6/11/2010,2010,2,Croaker,315,344.5,,Y,
1594,West Bluff,Net,Early summer,6/11/2010,2010,2,Cownose ray,870.5,12200,,Y,
1595,West Bluff,Net,Early summer,6/11/2010,2010,2,Croaker,265,216.4,,Y,
,West Bluff,Net,Early summer,6/11/2010,2010,2,Shad,225,103.6,,N,
,West Bluff,Net,Early summer,6/11/2010,2010,2,Shad,191,64.9,,N,
1596,West Bluff,Net,Early summer,6/11/2010,2010,2,Croaker,194,113.3,,Y,
1597,West Bluff,Net,Early summer,6/11/2010,2010,2,Bluefish,337,370.4,,Y,
1598,West Bluff,Net,Early summer,6/11/2010,2010,2,Spadefish,281,602.7,,Y,
1599,West Bluff,Net,Early summer,6/11/2010,2010,2,Spadefish,215,340.5,,Y,
1600,West Bluff,Net,Early summer,6/11/2010,2010,2,Spadefish,209,339.9,,Y,
1601,West Bluff,Net,Early summer,6/11/2010,2010,2,Sheepshead,244,291.4,,Y,
1602,West Bluff,Net,Early summer,6/11/2010,2010,2,Speckled trout,273,180.5,,Y,
1603,West Bluff,Net,Early summer,6/11/2010,2010,3,harvestfish,212,143.8,,N,
1604,West Bluff,Net,Early summer,6/11/2010,2010,3,harvestfish,175,110.4,,N,
1605,West Bluff,Net,Early summer,6/11/2010,2010,1,Spadefish,169,192.9,,Y,
1606,West Bluff,Net,Early summer,6/11/2010,2010,1,Spadefish,220,383.1,,Y,
1607,West Bluff,Net,Early summer,6/11/2010,2010,1,Spadefish,191,216.5,,Y,
1608,West Bluff,Net,Early summer,6/11/2010,2010,1,Bluefish,241,128.7,,N,
1609,West Bluff,Net,Early summer,6/11/2010,2010,1,Threadfin herring,187,60.1,,Y,
1610,West Bluff,Net,Early summer,6/11/2010,2010,1,Spot,180,92.8,,Y,
1611,West Bluff,Net,Early summer,6/11/2010,2010,1,Spot,162,62.7,,Y,
1612,West Bluff,Net,Early summer,6/11/2010,2010,1,Spot,121,,,Y,No tail
1613,West Bluff,Net,Early summer,6/11/2010,2010,1,Speckled trout,233,119,,Y,
1614,West Bluff,Net,Early summer,6/11/2010,2010,1,Silver Perch,175,72.3,,Y,
,West Bluff,Net,Early summer,6/11/2010,2010,1,Silver Perch,142,36.6,,N,
,West Bluff,Net,Early summer,6/11/2010,2010,1,Blue_crab,158,193.6,,N,
,Gibbs Shoal,Net,Early summer,6/14/2010,2010,1,Spanish mackeral,518,589.3,,N,
,Gibbs Shoal,Net,Early summer,6/14/2010,2010,1,Blue_crab,,,,,
,Gibbs Shoal,Net,Early summer,6/14/2010,2010,1,Blue_crab,,,,,
,Gibbs Shoal,Net,Early summer,6/14/2010,2010,2,Spanish mackeral,489,567.7,,N,
,Gibbs Shoal,Net,Early summer,6/14/2010,2010,3,,,,,,
1621,Clam Shoal,Net,Early summer,6/16/2010,2010,2,Needle Fish,692,340.4,,Y,
,Clam Shoal,Net,Early summer,6/16/2010,2010,2,Threadfin herring,190,64.7,,N,
,Clam Shoal,Net,Early summer,6/16/2010,2010,2,Threadfin herring,200,76.8,,N,
,Clam Shoal,Net,Early summer,6/16/2010,2010,2,Threadfin herring,200,69.2,,N,
,Clam Shoal,Net,Early summer,6/16/2010,2010,2,Pigfish,73,5.7,,N,
1622,Clam Shoal,Net,Early summer,6/16/2010,2010,1,Bollyhoo,240,35.9,,Y,
,Clam Shoal,Net,Early summer,6/16/2010,2010,1,Threadfin herring,173,47.3,,N,
1623,Clam Shoal,Net,Early summer,6/16/2010,2010,3,Bluefish,437,705.6,,Y,
,Clam Shoal,Net,Early summer,6/16/2010,2010,3,Threadfin herring,216,96.9,,N,
1624,Clam Shoal,Net,Early summer,6/16/2010,2010,3,Croaker,213,125,,Y,
,Crab Hole,Net,Early summer,5/27/2010,2010,1,Croaker,155,100,,N,
,Crab Hole,Net,Early summer,5/27/2010,2010,2,Tautog,410,1200,,N,
,Crab Hole,Net,Early summer,5/27/2010,2010,3,,,,,N,
5001,South River,Net,Late Summer,7/20/2010,2010,2,Bluefish,330,262.2,,Y,
5002,South River,Net,Late Summer,7/20/2010,2010,2,Bluefish,240,121.5,,Y,
5003,South River,Net,Late Summer,7/20/2010,2010,2,Bluefish,232,117.2,,Y,
5004,South River,Net,Late Summer,7/20/2010,2010,2,Croaker,208,88.9,,Y,
5005,South River,Net,Late Summer,7/20/2010,2010,2,Pinfish,160,68.3,,Y,
5006,South River,Net,Late Summer,7/20/2010,2010,2,Stripped mullet,246,153.5,,Y,
5007,South River,Net,Late Summer,7/20/2010,2010,3,Stripped mullet,252,183,,Y,
5008,South River,Net,Late Summer,7/20/2010,2010,3,Stripped mullet,269,205.8,,Y,
5009,South River,Net,Late Summer,7/20/2010,2010,3,Atlantic Menhaden,340,332,,Y,
5010,South River,Net,Late Summer,7/20/2010,2010,3,Croaker,265,230.8,,Y,
